"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 23 00:24:09 IST 2020","Sun Aug 23 00:24:11 IST 2020","1614","","webdriver.io page","","webdriver.io page","should have the right title","should have the right title",""
